name;golds;silvers;bronzes
rublev andrey;1;0;0
shurochkina maria;1;0;0
chigireva vlada;1;0;0
shishkina alla;1;0;0
pavlyuchenkova anastasia;1;0;0
belyavskiy david;1;0;0
krasniqi distria;1;0;0
prekovic jovana;1;0;0
mandic milica;1;0;0
jang minhee;1;0;0
shin jeahwan;1;0;0
chemutai peruth;1;0;0
hafnaoui ahmed;1;0;0
barshim mutaz essa;1;0;0
diaz hidilyn;1;0;0
greysia polii;1;0;0
barega selemon;1;0;0
abdelaziz feryal;1;0;0
carapaz richard;1;0;0
jorge enriquez fernando dayan;1;0;0
cruz andy;1;0;0
torres madrigal serguey;1;0;0
iglesias roniel;1;0;0
rojas yulimar;1;0;0
rashitov ulugbek;1;0;0
djuraev akbar;1;0;0
jalolov bakhodir;1;0;0
zolotic anastasija;1;0;0
klineman alix;1;0;0
wilson andrew;1;0;0
shaner william;1;0;0
english amber;1;0;0
korda nelly;1;0;0
carey jade;1;0;0
andrew michael;1;0;0
moore carissa;1;0;0
norman michael;1;0;0
harrison nevin;1;0;0
schauffele xander;1;0;0
allman valarie;1;0;0
nageotte katie;1;0;0
cherry michael;1;0;0
armstrong joseph;1;0;0
crouser ryan;1;0;0
kalisz chase;1;0;0
shields tom;1;0;0
ross april;1;0;0
kiefer lee;1;0;0
hancock vincent;1;0;0
surmeneli busenaz;1;0;0
gazoz mete;1;0;0
wang chi-lin;1;0;0
lee yang;1;0;0
kuo hsing-chun;1;0;0
neff jolanda;1;0;0
duplantis armand;1;0;0
von eckermann henrik;1;0;0
baryard-johnsson malin;1;0;0
garnbret janja;1;0;0
savsek benjamin;1;0;0
bodnar ancuta;1;0;0
duszynski kajetan;1;0;0
kowaluk dariusz;1;0;0
nowicki wojciech;1;0;0
zalewski karol;1;0;0
tomala dawid;1;0;0
wlodarczyk anita;1;0;0
ingebrigtsen jakob;1;0;0
blummenfelt kristian;1;0;0
warholm karsten;1;0;0
bosworth sam;1;0;0
mackintosh thomas;1;0;0
kirkham shaun;1;0;0
brake michael;1;0;0
twigg emma;1;0;0
bond hamish;1;0;0
van den berg roy;1;0;0
braspennincx shanne;1;0;0
metsemakers koen;1;0;0
wiersma abe;1;0;0
kimmann niek;1;0;0
buchli matthijs;1;0;0
wieten tone;1;0;0
jepchirchir peres;1;0;0
kipchoge eliud;1;0;0
susaki yui;1;0;0
otoguro takuto;1;0;0
kiyuna ryo;1;0;0
mukaida mayu;1;0;0
sone akira;1;0;0
wolf aaron;1;0;0
hamada shori;1;0;0
irie sena;1;0;0
abe hifumi;1;0;0
abe uta;1;0;0
ito mima;1;0;0
yosozumi sakura;1;0;0
nishiya momiji;1;0;0
horigome yuto;1;0;0
kawai risako;1;0;0
nagase takanori;1;0;0
ono shohei;1;0;0
takato naohisa;1;0;0
mizutani jun;1;0;0
kawai yukako;1;0;0
williams briana;1;0;0
burchell remona;1;0;0
parchment hansle;1;0;0
busa luigi;1;0;0
tortu filippo;1;0;0
banti caterina;1;0;0
patta lorenzo;1;0;0
stano massimo;1;0;0
palmisano antonella;1;0;0
consonni simone;1;0;0
ganna filippo;1;0;0
tita ruggero;1;0;0
rodini valentina;1;0;0
tamberi gianmarco;1;0;0
dolgopyat artem;1;0;0
ashram linoy;1;0;0
ganjzadeh sajad;1;0;0
foroughi javad;1;0;0
chopra neeraj;1;0;0
karasz anna;1;0;0
totka sandor;1;0;0
szilagyi aron;1;0;0
cheung ka long;1;0;0
ntouskos stefanos;1;0;0
price lauren;1;0;0
collett laura;1;0;0
richards matthew;1;0;0
worthington charlotte;1;0;0
mcintyre eilidh;1;0;0
dawson kathleen;1;0;0
hopkin anna;1;0;0
learmonth jessica;1;0;0
shriever bethany;1;0;0
french kate;1;0;0
choong joseph;1;0;0
scott giles;1;0;0
yafai galal;1;0;0
mills hannah;1;0;0
townend oliver;1;0;0
brownlee jonathan;1;0;0
bithell stuart;1;0;0
whitlock max;1;0;0
zverev alexander;1;0;0
lemke max;1;0;0
klein lisa;1;0;0
funk ricarda;1;0;0
mihambo malaika;1;0;0
rendschmidt max;1;0;0
krajewski julia;1;0;0
schneider dorothee;1;0;0
brennauer lisa;1;0;0
rauhe ronald;1;0;0
bekauri lasha;1;0;0
talakhadze lasha;1;0;0
da costa steven;1;0;0
cannone romain;1;0;0
agbegnenou clarisse;1;0;0
boucheron hugo;1;0;0
quiquampoix jean;1;0;0
androdias matthieu;1;0;0
morkov michael;1;0;0
axelsen viktor;1;0;0
rindom anne-marie;1;0;0
krpalek lukas;1;0;0
jelic matea;1;0;0
pavic mate;1;0;0
mektic nikola;1;0;0
sinkovic martin;1;0;0
sinkovic valent;1;0;0
lu yunxiu;1;0;0
hou zhihui;1;0;0
zhang changhong;1;0;0
sun mengya;1;0;0
bao shanju;1;0;0
chen yunxia;1;0;0
cui xiaotong;1;0;0
li wenwen;1;0;0
tang muhan;1;0;0
zhu xueying;1;0;0
wang zhouyu;1;0;0
guan chenchen;1;0;0
li fabin;1;0;0
quan hongchan;1;0;0
xu shixiao;1;0;0
zhang jiaqi;1;0;0
liu shiying;1;0;0
zhong tianshi;1;0;0
sun yiwen;1;0;0
liu yang;1;0;0
zhang ling;1;0;0
lyu yang;1;0;0
wang shun;1;0;0
gong lijiao;1;0;0
shi zhiyong;1;0;0
mailey madison;1;0;0
wasteneys avalon;1;0;0
gruchalla-wesierski kasia;1;0;0
payne sydney;1;0;0
kit kristen;1;0;0
mitchell kelsey;1;0;0
grainger susanne;1;0;0
roman lisa;1;0;0
roper christine;1;0;0
warner damian;1;0;0
goranova ivet;1;0;0
kiryakova stefani;1;0;0
radukanova madlen;1;0;0
zafirova erika;1;0;0
dyankova simona;1;0;0
traets laura;1;0;0
sousa hebert;1;0;0
ferreira italo;1;0;0
grael martine;1;0;0
kunze kahena;1;0;0
queiroz dos santos isaquias;1;0;0
thiam nafissatou;1;0;0
derwael nina;1;0;0
litvinovich ivan;1;0;0
kiesenhofer anna;1;0;0
morrison jessica;1;0;0
purnell alexander;1;0;0
popa rosemary;1;0;0
palmer keegan;1;0;0
green thomas;1;0;0
van der westhuyzen jean;1;0;0
hargreaves jack;1;0;0
hodges chelsea;1;0;0
martin logan;1;0;0
mcintyre annabelle;1;0;0
hill alexander;1;0;0
stephan lucy;1;0;0
turrin spencer;1;0;0
belcher mathew;1;0;0
tishchenko alisa;0;1;0
averina dina;0;1;0
sidorova anzhelika;0;1;0
gadzhimagomedov muslim;0;1;0
stoyanovskiy oleg;0;1;0
iliankova anastasiia;0;1;0
stepanova vasilisa;0;1;0
girev ivan;0;1;0
malyutin martin;0;1;0
khachanov karen;0;1;0
karatsev aslan;0;1;0
zykova yulia;0;1;0
chernousov artem;0;1;0
galashina anastasiia;0;1;0
gomboeva svetlana;0;1;0
tatareva anastasiia;0;1;0
maksimova anastasiia;0;1;0
bliznyuk anastasia;0;1;0
vesnina elena;0;1;0
gezahegne kalkidan;0;1;0
mikec damir;0;1;0
jendoubi mohamed khalil;0;1;0
guryeva polina;0;1;0
paalam carlo;0;1;0
petecio nesthy;0;1;0
oborududu blessing;0;1;0
mboma christine;0;1;0
awang mohd azizulhasni;0;1;0
irawan eko yuli;0;1;0
girma lamecha;0;1;0
elgendy ahmed;0;1;0
feliz lidio andres;0;1;0
ogando alexander;0;1;0
ortiz idalys;0;1;0
pupo leuris;0;1;0
dhers daniel;0;1;0
ward mclain;0;1;0
davis keyshawn;0;1;0
oliver javianne;0;1;0
kerley fred;0;1;0
bednarek kenneth;0;1;0
sullivan erica;0;1;0
madden paige;0;1;0
skinner mykayla;0;1;0
chiles jordan;0;1;0
pearson morgan;0;1;0
capobianco andrew;0;1;0
roberts hannah;0;1;0
harrison kendra;0;1;0
springsteen jessica;0;1;0
holloway grant;0;1;0
mcdowell kevin;0;1;0
huske torri;0;1;0
curzan claire;0;1;0
knibb taylor;0;1;0
browning kayle;0;1;0
schnell delaney;0;1;0
coleman nathaniel;0;1;0
daniels teahna;0;1;0
hobbs aleia;0;1;0
walsh alex;0;1;0
kovacs joe;0;1;0
frerichs courtney;0;1;0
gardner english;0;1;0
saunders raven;0;1;0
hixon michael;0;1;0
parratto jessica;0;1;0
litherland jay;0;1;0
kozeniesky lucas;0;1;0
lyle adrienne;0;1;0
reese brittney;0;1;0
peters steffen;0;1;0
kraut laura;0;1;0
terliuga anzhelika;0;1;0
nasibov parviz;0;1;0
khyzhniak oleksandr;0;1;0
chetverikova anastasiia;0;1;0
starikova olena;0;1;0
cakiroglu buse naz;0;1;0
yang yung wei;0;1;0
tang chih-chun;0;1;0
deng yu-cheng;0;1;0
wei chun-heng;0;1;0
golubic viktorija;0;1;0
reusser marlen;0;1;0
frei sina;0;1;0
pettersson simon;0;1;0
olsson josefin;0;1;0
dahlberg anton;0;1;0
cerezo iglesias adriana;0;1;0
arevalo carlos;0;1;0
walz marcus;0;1;0
germade rodrigo;0;1;0
zapata rayderley;0;1;0
chourraut maialen;0;1;0
buitendag bianca;0;1;0
trstenjak tina;0;1;0
grigar jakub;0;1;0
pascari cosmin;0;1;0
semciuc mugurel vasile;0;1;0
popescu ana maria;0;1;0
zillmann katarzyna;0;1;0
wieliczko marta;0;1;0
andrejczyk maria;0;1;0
ogar jolanta;0;1;0
kielbasinska anna;0;1;0
henriksen eivind;0;1;0
borch kjetil;0;1;0
stewart campbell;0;1;0
andrews ellesse;0;1;0
donoghue brooke;0;1;0
greenslade ella;0;1;0
gowler jackie;0;1;0
spoors lucy;0;1;0
shepherd caleb;0;1;0
bevan kelsey;0;1;0
dyke emma;0;1;0
tuke blair;0;1;0
burling peter;0;1;0
dobber jochem;0;1;0
wijler steve;0;1;0
florijn karolien;0;1;0
angela ramsey;0;1;0
van diepen tony;0;1;0
agard terrence;0;1;0
twellaar melvin;0;1;0
meester veronique;0;1;0
clevering ymkje;0;1;0
nageeye abdi;0;1;0
vetter anouk;0;1;0
dumoulin tom;0;1;0
bonevacia liemarvin;0;1;0
van rouwendaal sharon;0;1;0
mollaei saeid;0;1;0
georgievski dejan;0;1;0
asadauskaite laura;0;1;0
makhmudov akzhol;0;1;0
tynybekova aisuluu;0;1;0
kosgei brigid;0;1;0
obiri hellen;0;1;0
shimizu kiyou;0;1;0
tonaki funa;0;1;0
tanigawa wataru;0;1;0
hiraki kokona;0;1;0
nonaka miho;0;1;0
inami mone;0;1;0
ikeda koki;0;1;0
kajihara yumi;0;1;0
kitazono takeru;0;1;0
igarashi kanoa;0;1;0
honda tomoru;0;1;0
samele luigi;0;1;0
zazzeri lorenzo;0;1;0
rizza manfredi;0;1;0
bordignon giorgia;0;1;0
garozzo daniele;0;1;0
bacosi diana;0;1;0
condorelli santo;0;1;0
ferrari vanessa;0;1;0
davoudi ali;0;1;0
yazdanicharati hassan;0;1;0
ravi kumar;0;1;0
siklosi gergely;0;1;0
berecz zsombor;0;1;0
williams lauren;0;1;0
sinden bradly;0;1;0
hughes zharnel;0;1;0
wilby james;0;1;0
hayter ethan;0;1;0
evans neah;0;1;0
leask harry;0;1;0
whyte kye;0;1;0
gimson john;0;1;0
owens ryan;0;1;0
burnet anna;0;1;0
franklin mallory;0;1;0
knight josie;0;1;0
hodgkinson keely;0;1;0
kilty richard;0;1;0
mitchell-blake nethaneel;0;1;0
muir laura;0;1;0
barker elinor;0;1;0
mccormack pat;0;1;0
groom angus;0;1;0
beaumont jack;0;1;0
ujah chijindu;0;1;0
trippel eduard;0;1;0
beucke susann;0;1;0
lutz tina;0;1;0
follert laurits;0;1;0
friedrich lea sophie;0;1;0
rommelmann jonathan;0;1;0
johannesen torben;0;1;0
hinze emma;0;1;0
schneider jakob;0;1;0
pudenz kristin;0;1;0
roggensack olaf;0;1;0
hilbert jonathan;0;1;0
jakschik malte;0;1;0
ocik hannes;0;1;0
dauser lukas;0;1;0
osborne jason;0;1;0
sauer martin;0;1;0
hoff max;0;1;0
schmidt richard;0;1;0
tushishvili guram;0;1;0
petriashvili geno;0;1;0
kajaia iakobi;0;1;0
margvelashvili vazha;0;1;0
shavdatuashvili lasha;0;1;0
malonga madeleine;0;1;0
goyard thomas;0;1;0
picon charline;0;1;0
mayer kevin;0;1;0
manaudou florent;0;1;0
pedersen rasmus;0;1;0
leth julie;0;1;0
larsen niklas;0;1;0
madsen frederik;0;1;0
hansen jesper;0;1;0
rohan lukas;0;1;0
vadlejch jakub;0;1;0
srbic tin;0;1;0
dodig ivan;0;1;0
stipanovic tonci;0;1;0
cilic marin;0;1;0
yin xiaoyan;0;1;0
pang qianyu;0;1;0
gu hong;0;1;0
fan zhendong;0;1;0
zhu yaming;0;1;0
liao qiuyun;0;1;0
xiao yanning;0;1;0
feng yu;0;1;0
tang xijing;0;1;0
wang qianyi;0;1;0
liu lingling;0;1;0
sheng lihao;0;1;0
yang jian;0;1;0
zheng pengfei;0;1;0
liang xinping;0;1;0
yin chengxin;0;1;0
sun yanan;0;1;0
wang zheng;0;1;0
chen aisen;0;1;0
you hao;0;1;0
yan zibei;0;1;0
li qian;0;1;0
chen long;0;1;0
xu jiayu;0;1;0
dong dong;0;1;0
guo li;0;1;0
smith rebecca;0;1;0
ahmed mohammed;0;1;0
abel jennifer;0;1;0
zhang mo;0;1;0
hoefler kelvin;0;1;0
leal rayssa;0;1;0
barros pedro;0;1;0
van aert wout;0;1;0
kurachkina iryna;0;1;0
makhneva marharyta;0;1;0
papok nadzeya;0;1;0
litvinchuk maryna;0;1;0
khudzenka volha;0;1;0
aghayev rafael;0;1;0
polleres michaela;0;1;0
mcnab kevin;0;1;0
mcdermott nicola;0;1;0
clancy taliqua;0;1;0
mcloughlin jack;0;1;0
rose shane;0;1;0
martirosyan simon;0;1;0
aleksanyan artur;0;1;0
novolodskaia mariia;0;0;1
khatuntseva gulnaz;0;0;1
emelin sergey;0;0;1
bashaev tamerlan;0;0;1
bakshi gleb;0;0;1
magomedalieva zenfira;0;0;1
taimazova madina;0;0;1
korobeynikova larisa;0;0;1
artamonov mikhail;0;0;1
shmeleva daria;0;0;1
voinova anastasiia;0;0;1
minibaev viktor;0;0;1
bogdanovic tijana;0;0;1
sebic milenko;0;0;1
datunashvili zurabi;0;0;1
jang jun;0;0;1
yeo seojeong;0;0;1
an baul;0;0;1
kiplimo jacob;0;0;1
asaad man;0;0;1
amine myles nazem;0;0;1
tijan ahmed;0;0;1
fonseca jorge;0;0;1
pimenta fernando;0;0;1
marcial eumir;0;0;1
brume ese;0;0;1
soh wooi yik;0;0;1
chia aaron;0;0;1
aisah windy cantika;0;0;1
takyi samuel;0;0;1
gidey letesenbet;0;0;1
tsegay gudaf;0;0;1
elsayed mohamed ibrahim elsayed;0;0;1
eissa seif;0;0;1
gbagbi ruth;0;0;1
zango hugues fabrice;0;0;1
thebe baboloki;0;0;1
ngozi zibane;0;0;1
ndori bayapo;0;0;1
makwala isaac;0;0;1
bobonov davlat;0;0;1
torres gutierrez ariel;0;0;1
jones oshae;0;0;1
lyles noah;0;0;1
smith kieran;0;0;1
douglass kate;0;0;1
juneau cory;0;0;1
jastrab megan;0;0;1
williams lily;0;0;1
manson taylor;0;0;1
seidel molly;0;0;1
hinds natalie;0;0;1
white emma;0;0;1
rogers raevyn;0;0;1
eaton jagger;0;0;1
dygert chloe;0;0;1
manuel simone;0;0;1
smoliga olivia;0;0;1
koliadenko iryna;0;0;1
reizlin igor;0;0;1
bilodid daria;0;0;1
aleksiiva vladyslava;0;0;1
shynkarenko alina;0;0;1
mahuchikh yaroslava;0;0;1
yakhno yelyzaveta;0;0;1
aleksiiva maryna;0;0;1
reznik kateryna;0;0;1
cherkasova alla;0;0;1
svitolina elina;0;0;1
sydorenko kseniya;0;0;1
omelchuk oleh;0;0;1
kostevych olena;0;0;1
recber hakan;0;0;1
adar yasemin;0;0;1
arican ferhat;0;0;1
kayaalp riza;0;0;1
seesondee sudaporn;0;0;1
lo chia-ling;0;0;1
chen wen-huei;0;0;1
pan cheng tsung;0;0;1
ducarroz nikita;0;0;1
indergand linda;0;0;1
heidrich joana;0;0;1
peleteiro ana;0;0;1
xammar jordi;0;0;1
pogacar tadej;0;0;1
botek adam;0;0;1
vlcek erik;0;0;1
michalik tadeusz;0;0;1
wisniewska helena;0;0;1
kopron malwina;0;0;1
fajdek pawel;0;0;1
dobek patryk;0;0;1
tomasgaard hermann;0;0;1
nyika david;0;0;1
walsh tomas;0;0;1
daniell marcus;0;0;1
ko lydia;0;0;1
van dijke sanne;0;0;1
keijser marieke;0;0;1
de jong roos;0;0;1
smulders merel;0;0;1
bol femke;0;0;1
scheenaard lisa;0;0;1
oosterwegel emma;0;0;1
fontijn nouchka;0;0;1
duetz annette;0;0;1
bekkering annemiek;0;0;1
van der breggen anna;0;0;1
paulis ilse;0;0;1
bouwmeester marit;0;0;1
van der vleuten maikel;0;0;1
wild kirsten;0;0;1
tsend-ochir tsogtbaatar;0;0;1
munkhbat urantsetseg;0;0;1
tarnovschi serghei;0;0;1
valencia alejandra;0;0;1
plesnieks arturs;0;0;1
zhumanazarova meerim;0;0;1
alrashidi abdullah;0;0;1
kigen benjamin;0;0;1
kunkabayev kamshybek;0;0;1
bibossinov saken;0;0;1
son igor;0;0;1
sanayev nurislam;0;0;1
smetov yeldos;0;0;1
chinshanlo zulfiya;0;0;1
yabiku shohei;0;0;1
yoshida tsukasa;0;0;1
tanaka ryomei;0;0;1
namiki tsukimi;0;0;1
watanabe yuta;0;0;1
higashino arisa;0;0;1
kawata yuki;0;0;1
muto hiroki;0;0;1
nakayama funa;0;0;1
tsuzuki amuro;0;0;1
noguchi akiyo;0;0;1
andoh mikiko;0;0;1
murakami mai;0;0;1
levy ronald;0;0;1
bromfield junelle;0;0;1
mcleod candice;0;0;1
tapper megan;0;0;1
williams stacey ann;0;0;1
mcgregor roneisha;0;0;1
bottaro viviana;0;0;1
centracchio maria;0;0;1
duranti agnese;0;0;1
mogurean daniela;0;0;1
quadarella simona;0;0;1
santandrea martina;0;0;1
rosetti bruno;0;0;1
centofanti martina;0;0;1
maurelli alessia;0;0;1
testa irma;0;0;1
giuffrida odette;0;0;1
longo borghini elisa;0;0;1
lodo matteo;0;0;1
castaldo matteo;0;0;1
vicino giuseppe;0;0;1
oppo stefano;0;0;1
di costanzo marco;0;0;1
boari lucilla;0;0;1
viviani elia;0;0;1
walsh aidan;0;0;1
murtagh fiona;0;0;1
keogh aifric;0;0;1
lambe eimear;0;0;1
borgohain lovlina;0;0;1
toth krisztian;0;0;1
lau mo sheung grace;0;0;1
petrounias eleftherios;0;0;1
clarke frazer;0;0;1
giles chelsie;0;0;1
artingstall karriss;0;0;1
kerr josh;0;0;1
gadirova jessica;0;0;1
dawson jacob;0;0;1
wilson emma;0;0;1
brooks declan;0;0;1
rudkin james;0;0;1
fieldman henry;0;0;1
fry charlotte;0;0;1
brown sky;0;0;1
morgan amelie;0;0;1
gadirova jennifer;0;0;1
kinsella alice;0;0;1
ford tom;0;0;1
elwes charles;0;0;1
wynne-griffith oliver;0;0;1
lansiquot imani;0;0;1
walkden bianca;0;0;1
asher-smith dina;0;0;1
philip asha;0;0;1
page bryony;0;0;1
heath liam;0;0;1
sbihi mohamed;0;0;1
laugher jack;0;0;1
bradshaw holly;0;0;1
hester carl;0;0;1
hecker tim;0;0;1
herzog andrea;0;0;1
kroppen michelle;0;0;1
schwarz charline;0;0;1
stuhlemmer alica;0;0;1
heil erik;0;0;1
kohlhoff paul;0;0;1
punzel tina;0;0;1
unruh lisa;0;0;1
tasiadis sideris;0;0;1
brendel sebastian;0;0;1
aigner hannes;0;0;1
ovtcharov dimitrij;0;0;1
hausding patrick;0;0;1
dicko romane;0;0;1
mkheidze luka;0;0;1
grengbo florian;0;0;1
helal rayan;0;0;1
thomas benjamin;0;0;1
six christopher;0;0;1
grondin donavan;0;0;1
retornaz aloise;0;0;1
beaugrand cassandre;0;0;1
coninx dorian;0;0;1
brunet manon;0;0;1
luis vincent;0;0;1
lecointre camille;0;0;1
riner teddy;0;0;1
touzaint nicolas;0;0;1
mattsson matti;0;0;1
lehis katrina;0;0;1
sutton joachim;0;0;1
vystavel frederic;0;0;1
blume pernille;0;0;1
slouf radek;0;0;1
choupenitch alexander;0;0;1
dostal josef;0;0;1
kanaet toni;0;0;1
martin damir;0;0;1
zhou qian;0;0;1
walihan sailike;0;0;1
xiao jiaruixuan;0;0;1
bi kun;0;0;1
sun wei;0;0;1
li jingjing;0;0;1
liu zhiyu;0;0;1
ju rui;0;0;1
xu fei;0;0;1
li yuehong;0;0;1
guo linlin;0;0;1
zhang dechang;0;0;1
wang zifeng;0;0;1
wang yuwei;0;0;1
lin chaopan;0;0;1
miao tian;0;0;1
zhang min;0;0;1
wei meng;0;0;1
zhao shuai;0;0;1
zhang liang;0;0;1
klimkait jessica;0;0;1
blake jerome;0;0;1
vincent katie;0;0;1
genest lauriane;0;0;1
janssens hillary;0;0;1
filmer caileigh;0;0;1
rodney brendon;0;0;1
dunfee evan;0;0;1
pickrem sydney;0;0;1
teixeira abner;0;0;1
stefani luisa;0;0;1
pigossi laura;0;0;1
dos santos alison;0;0;1
cargnin daniel;0;0;1
fratus bruno;0;0;1
aguiar mayra;0;0;1
devos pieter;0;0;1
casse matthias;0;0;1
abdi bashir;0;0;1
wathelet gregory;0;0;1
nedasekau maksim;0;0;1
harnasko alina;0;0;1
kaladzinskaya vanesa;0;0;1
alfonso dominguez loren berto;0;0;1
kindzerska iryna;0;0;1
borchashvili shamil;0;0;1
schubert jakob;0;0;1
lobnig magdalena;0;0;1
garside harry;0;0;1
barty ashleigh;0;0;1
moloney ashley;0;0;1
smith brendon;0;0;1
winnington elijah;0;0;1
lee kareena;0;0;1
thompson ria;0;0;1
cronin caitlin;0;0;1
cleary jack;0;0;1
plapp lucas;0;0;1
letcher luke;0;0;1
neill thomas;0;0;1
howard leigh;0;0;1
porter alexander;0;0;1
wright owen;0;0;1
hudson harriet;0;0;1
meredith rowena;0;0;1
antill caleb;0;0;1
cooper isaac;0;0;1
barber kelsey-lee;0;0;1
welsford sam;0;0;1
peers john;0;0;1
cook tamsin;0;0;1
girdlestone cameron;0;0;1
mcevoy cameron;0;0;1
dennis rohan;0;0;1
wu melissa;0;0;1
davtyan artur;0;0;1
canett kayla;0;0;0
niculescu monica;0;0;0
meauri judith;0;0;0
matsuyama hideki;0;0;0
shin jihyun;0;0;0
santos eduardo yudy;0;0;0
nettey christabel;0;0;0
mcnay stuart;0;0;0
zabelinskaya olga;0;0;0
yip alannah;0;0;0
opatrny ales;0;0;0
o neill uma;0;0;0
wang ruidong;0;0;0
cecchetti elisa;0;0;0
hess max;0;0;0
otryad gundegmaa;0;0;0
wang na;0;0;0
chen kuei-ru;0;0;0
szollosi-zacsik szandra;0;0;0
khan bisma;0;0;0
aoki chika;0;0;0
alrashidi talal;0;0;0
bae hyeyoon;0;0;0
vervaet imke;0;0;0
kendziera david;0;0;0
pelite evania;0;0;0
shorten rebecca;0;0;0
jovanovic nevena;0;0;0
pinto jeserik;0;0;0
hernandez garcia miguelina;0;0;0
abbingh lois;0;0;0
buckingham ben;0;0;0
lawson nathan;0;0;0
kherbache abdelhak;0;0;0
eikermann gregorchuk jaden shiloh;0;0;0
bar am noya;0;0;0
kitazato kenji;0;0;0
gonzalez pedri;0;0;0
petersson wictor;0;0;0
montibeller rosamaria;0;0;0
tudela miguel;0;0;0
hofmann andreas;0;0;0
negmatulloev shabbos;0;0;0
hassan abdirahman saeed;0;0;0
porter tiffany;0;0;0
graversgaard mette;0;0;0
chemutai immaculate;0;0;0
bonastre peremateu berta;0;0;0
stambaugh victoria;0;0;0
gillarova irena;0;0;0
figueredo pereira kawan;0;0;0
wagner anna-maria;0;0;0
sahnoune oussama;0;0;0
joendal magnus;0;0;0
derafshipour hamoon;0;0;0
alexander kayla;0;0;0
chelli tommaso;0;0;0
veyre caroline;0;0;0
bisset catriona;0;0;0
gramane rady adosinda;0;0;0
