name;golds;silvers;bronzes
george tom;0;0;0
sclater ryan joseph;0;0;0
knight justyn;0;0;0
kravchenko zoya;0;0;0
lebedeva iana;0;0;0
dobson charlotte;0;0;0
shan xiaona;0;0;0
carle gabrielle;0;0;0
traore aminata charlene;0;0;0
quintero damian;0;0;0
golla johannes;0;0;0
hatherly alan;0;0;0
klishina darya;0;0;0
kitwanitsathian chutikan;0;0;0
singh simranjeet;0;0;0
schouten tes;0;0;0
molinaro giulia;0;0;0
belo francisco;0;0;0
choy hiu fung;0;0;0
oldenbeuving keet;0;0;0
uralp dilara;0;0;0
garcia godoy maica;0;0;0
delgado angelica;0;0;0
smythe john barrie;0;0;0
ohyama mana;0;0;0
laurin althea;0;0;0
maki kristiina;0;0;0
ambrocio greifo pool edinson;0;0;0
stenberg anita yvonne;0;0;0
sozonov ivan;0;0;0
bird kieran;0;0;0
aghaeihajiagha soraya;0;0;0
pendrel catharine;0;0;0
schwendinger raphael;0;0;0
abdullaev gulomjon;0;0;0
barratt jordyn;0;0;0
souta vagner junior;0;0;0
bird elizabeth;0;0;0
andreeva iuliia;0;0;0
wimberg jan niklas;0;0;0
olmo dani;0;0;0
mitchell jake;0;0;0
stairmand billy;0;0;0
cooper anton;0;0;0
kwiatkowski michal;0;0;0
gorshkova polina;0;0;0
lotfy giana;0;0;0
miguel aveni;0;0;0
kellock lindsay;0;0;0
williams brodie paul;0;0;0
nayak pranati;0;0;0
domovic bulut dusan;0;0;0
urzi agustin;0;0;0
diaz jose;0;0;0
rumbutis david;0;0;0
jandard alexis;0;0;0
latypov danis;0;0;0
zelenko alexandre;0;0;0
lin junmin;0;0;0
rothbauer christopher;0;0;0
obregon juan;0;0;0
caci anthony;0;0;0
fantoni giacomo;0;0;0
hachimura rui;0;0;0
smolen michal;0;0;0
lesiewicz kornelia;0;0;0
ariza oscar;0;0;0
haratyk michal;0;0;0
camboni mattia;0;0;0
friedsam anna-lena;0;0;0
martin berenguer carmen dolores;0;0;0
radicevic jovanka;0;0;0
watson sam;0;0;0
rasovszky kristof;0;0;0
velensek anamari;0;0;0
jancarik lubomir;0;0;0
van gool joris;0;0;0
tomizawa makoto;0;0;0
mamprin losano rafael;0;0;0
kim sehee;0;0;0
tesfu dolshi;0;0;0
blech torben;0;0;0
kumari deepika;0;0;0
ghazal majd eddin;0;0;0
gnanasekaran sathiyan;0;0;0
fortunato francesco;0;0;0
gurley lydia;0;0;0
bellio katrina;0;0;0
sugita hina;0;0;0
brand tim;0;0;0
sevick jessica;0;0;0
fischer aria;0;0;0
seeliger bjoern;0;0;0
imuk abdulselam;0;0;0
stromberg carin;0;0;0
diago mesa sahily;0;0;0
amos nijel;0;0;0
wilms lynn;0;0;0
musonda catherine;0;0;0
mathews alannah;0;0;0
tymoshchenko pavlo;0;0;0
saez camila;0;0;0
mangione alice;0;0;0
norman phil;0;0;0
harshman kelsey;0;0;0
fukumura juka;0;0;0
mulanovich sofia;0;0;0
whetton jacob thomas;0;0;0
ando elreen ann;0;0;0
vakurunabili josua;0;0;0
jiewchaloemmit sutiya;0;0;0
bissegger stefan;0;0;0
mirza sania;0;0;0
koala marthe;0;0;0
kanamaru kosuke;0;0;0
mwimba oliver;0;0;0
simanek jiri;0;0;0
rohidas amit;0;0;0
yang min;0;0;0
kuuba kristin;0;0;0
lee sangsu;0;0;0
azemia ned;0;0;0
katerinka czakova maria;0;0;0
lembach charlotte;0;0;0
cink ondrej;0;0;0
velvere liga;0;0;0
bingham khamica;0;0;0
yurenia aleh;0;0;0
pena abaurrea nerea;0;0;0
olasz anna;0;0;0
aicoboae vlad;0;0;0
mrzyglod cyprian;0;0;0
luzan yelyzaveta;0;0;0
jourdenais vincent;0;0;0
ding xuan;0;0;0
yoon yebin;0;0;0
alvarez piedrahita estefania;0;0;0
oeverby petter;0;0;0
kalu ezinne;0;0;0
skachova monika;0;0;0
mihaljevic filip;0;0;0
mandic dusan;0;0;0
helseth martin;0;0;0
krause gesa felicitas;0;0;0
karakas hedvig;0;0;0
tugsuz eda;0;0;0
cociu daniela;0;0;0
yamamoto tomohiro;0;0;0
ruiz bravo paula;0;0;0
saunders callum;0;0;0
shabanau ali;0;0;0
fujishima hiroki;0;0;0
houlie michael;0;0;0
kejeta melat yisak;0;0;0
milov kiril milenov;0;0;0
da silva ferreira aline;0;0;0
ghebrehiwet faniel eyob;0;0;0
da silva ana carolina;0;0;0
zhodzik maryia;0;0;0
tavatanakit paphangkorn;0;0;0
hamza mohamed magdi;0;0;0
manucharyan varsenik;0;0;0
tursynov nursultan;0;0;0
polidori erika;0;0;0
aioani marian;0;0;0
ishii miki;0;0;0
sarnobat rahi;0;0;0
nordqvist anna;0;0;0
wei yongli;0;0;0
kenny david;0;0;0
shim jungsub;0;0;0
gibson ali;0;0;0
matieli patricia;0;0;0
vidaurre kossmann martin;0;0;0
bass gina;0;0;0
roche mark;0;0;0
harspataki karoly gabor;0;0;0
klaver lieke;0;0;0
logutenkova inna;0;0;0
kaynakci beste;0;0;0
fichera marco;0;0;0
anastasakis michail;0;0;0
dopazo martin;0;0;0
biribo kinaua;0;0;0
poliana;0;0;0
chevrier luc;0;0;0
stadler alexander;0;0;0
brown ira;0;0;0
staebler frank;0;0;0
tamura norika;0;0;0
semeniuk kamil;0;0;0
telegdy adam;0;0;0
dallman-weiss lara;0;0;0
hicks malcolm;0;0;0
gonzalez raquel;0;0;0
hassan ali idow;0;0;0
liew li-shan chantal;0;0;0
mahieu romain;0;0;0
burger alex;0;0;0
guerdat steve;0;0;0
mukai shoichiro;0;0;0
jimenez kristine;0;0;0
heyward jake;0;0;0
bartnik tomasz;0;0;0
dickson brandon;0;0;0
ayache alexandre;0;0;0
majdov nemanja;0;0;0
kuzakhmetov artem;0;0;0
spanovic ivana;0;0;0
carou gonzalo matias;0;0;0
karamzadeh fatemeh;0;0;0
alhumayd mahmoud mohammed s;0;0;0
desisa lelisa;0;0;0
watanabe kota;0;0;0
aspandiyarova dina;0;0;0
obasuyi michael;0;0;0
brady jennifer;0;0;0
magbegor ezi;0;0;0
rivera coryn;0;0;0
llorente david;0;0;0
davey tarryn;0;0;0
garcia rachel;0;0;0
furman alena;0;0;0
daube hannes;0;0;0
mikulak samuel;0;0;0
malouf nick;0;0;0
yamamoto toshiki;0;0;0
krasilnikov viacheslav;0;0;0
van vliet leonie;0;0;0
vandiuk yurii;0;0;0
restrepo garcia daniel;0;0;0
kwon soonwoo;0;0;0
gil melisa;0;0;0
bin futais saif;0;0;0
benites bruna;0;0;0
hymer stacey;0;0;0
kulikov alexandr;0;0;0
gobbi stefania;0;0;0
takayama shunya;0;0;0
starc brandon;0;0;0
sagan juraj;0;0;0
budcharern siri arun;0;0;0
mckellar rowan;0;0;0
lopez garcia maria;0;0;0
tanaka kenta;0;0;0
murakami megumi;0;0;0
woodman portia;0;0;0
keskinen akseli;0;0;0
zhuk vitaliy;0;0;0
wang yanwen;0;0;0
tinney stuart;0;0;0
edem offiong;0;0;0
bodegas michael alexandre;0;0;0
mislawchuk tyler;0;0;0
smith john;0;0;0
yazawa aki;0;0;0
agada caleb;0;0;0
ekinci necat;0;0;0
kim jaewoo;0;0;0
song bumkeun;0;0;0
tsuneyama kanta;0;0;0
chavez munoz arantxa;0;0;0
campos tiago;0;0;0
bida sergey;0;0;0
okoth nicholas okong o;0;0;0
collier dylan;0;0;0
pratt halle;0;0;0
patel maana patel;0;0;0
crescenzo angelo;0;0;0
landin niklas;0;0;0
bardach martin virginia;0;0;0
husic nedzad;0;0;0
hubert etienne;0;0;0
bian tongda;0;0;0
hayashi taisei;0;0;0
tarrant blair;0;0;0
schwab corinna;0;0;0
carvalho lucas;0;0;0
mihalinec zidar maja;0;0;0
okagbare blessing;0;0;0
disera peter;0;0;0
ames david;0;0;0
sasaki haruno;0;0;0
fall mouhamadou;0;0;0
uribe duran maria;0;0;0
smith anabelle;0;0;0
hopkins yolanda;0;0;0
slutskaya maryna;0;0;0
lita baehre bo kanda;0;0;0
puspure sanita;0;0;0
makusha ngoni;0;0;0
nilsen christopher;0;0;0
tamai rikuto;0;0;0
hwang jaegyun;0;0;0
hussl david;0;0;0
gough maddy;0;0;0
martinez cami pedro;0;0;0
chen yu fei;0;0;0
castro daniel;0;0;0
tekdal ayse;0;0;0
ho-garcia gabriel wing-chuen;0;0;0
wojciechowski pawel;0;0;0
juantorena osmany;0;0;0
rocek aisha;0;0;0
wilangowski mateusz;0;0;0
kaur navneet;0;0;0
horodyskyy bohdan-ivan;0;0;0
cho eunyoung;0;0;0
simonet pablo ariel;0;0;0
lindahl hedvig;0;0;0
patino bedoya paula andrea;0;0;0
kessler markus;0;0;0
grez javiera;0;0;0
rodriguez gonzalez emerson alexand.;0;0;0
seinen cheryl;0;0;0
loew andreas;0;0;0
kolak sara;0;0;0
ponti noe;0;0;0
little mackenzie;0;0;0
nilshagen therese;0;0;0
guyart astrid;0;0;0
seto daiya;0;0;0
dornbach maximilian;0;0;0
van baalen marlies;0;0;0
souza alan;0;0;0
spotakova jana;0;0;0
mesele worknesh;0;0;0
khattali ghailene;0;0;0
liu yu chen;0;0;0
maslak pavel;0;0;0
lemma sisay;0;0;0
wang luyao;0;0;0
borras marion;0;0;0
korir leonard;0;0;0
huang mei-chien;0;0;0
buchanan rushlee;0;0;0
tse ying suet;0;0;0
krommenhoek guillaume;0;0;0
sugihara aiko;0;0;0
sates matthew;0;0;0
martins maria;0;0;0
chon jongwon;0;0;0
sander taylor;0;0;0
daffarn luc;0;0;0
souttar harry;0;0;0
serikzhanov yerlan;0;0;0
sago naoto;0;0;0
cooke aoife;0;0;0
schou-nielsen frederik;0;0;0
tyurina anastasiya;0;0;0
hutchison henry;0;0;0
salas noel;0;0;0
lee chih kai;0;0;0
schomburg jonas;0;0;0
aliev mourad;0;0;0
sakai motoki;0;0;0
karwacka marlena;0;0;0
hassani maryam;0;0;0
alqahtani tahani;0;0;0
pauty maxime;0;0;0
salazar jose andres;0;0;0
eve mejia lisvel elisa;0;0;0
johansen julius;0;0;0
cullell estape jofre;0;0;0
zarif jorge;0;0;0
itokazu yoichi;0;0;0
pupp reka;0;0;0
abedini mojtaba;0;0;0
madari palliyalil jabir;0;0;0
korbaj barrera nalek;0;0;0
adachi kazuya;0;0;0
sinancevic armin;0;0;0
weir caroline;0;0;0
lee meng yean;0;0;0
takahashi yuko;0;0;0
jozwik joanna;0;0;0
veron francisco daniel;0;0;0
hodel andrina;0;0;0
rodrigues pacheco isadora;0;0;0
musah kojo;0;0;0
richardson matthew;0;0;0
moraa mary;0;0;0
railey paige;0;0;0
austin tyler;0;0;0
nyzhnyk mykola;0;0;0
arsic jovana;0;0;0
razzetti alberto;0;0;0
kumar surender;0;0;0
d amour nicholas;0;0;0
caira jenna;0;0;0
girulis karolis;0;0;0
costa diogo;0;0;0
lin chia-en;0;0;0
lee kwanghyun;0;0;0
perez nehuen;0;0;0
wolf alex;0;0;0
vega torres luis emigdio;0;0;0
davies sarah;0;0;0
bugallo agustin fernando;0;0;0
davis leo;0;0;0
khandoshka vasilina;0;0;0
neretnieks kristaps;0;0;0
haddioui maha;0;0;0
ryzhykova anna;0;0;0
moldauer yul;0;0;0
kemperman robbert;0;0;0
guregian katelin;0;0;0
chan hao-ching;0;0;0
radzivil svetlana;0;0;0
houmri mohammed;0;0;0
herin avila laura;0;0;0
xu huiqin;0;0;0
samaai ruswahl;0;0;0
minaskin grigori;0;0;0
gardos robert;0;0;0
yamada jessica;0;0;0
jacquot paul;0;0;0
mitchell morgan;0;0;0
braz thiago;0;0;0
anderson yvonne;0;0;0
shirako miyu;0;0;0
liu jinchao;0;0;0
kaputin rellie;0;0;0
snow-hansen paul;0;0;0
carrasco angulo jose manuel;0;0;0
ahmed aiman;0;0;0
curry scott;0;0;0
camacho-quinn jasmine;0;0;0
gomes de souza mazzo lucas;0;0;0
maggio martina;0;0;0
mapasa setyana;0;0;0
hagman nathalie;0;0;0
stone genevra;0;0;0
knuppel artagaveytia dominique;0;0;0
mahlangu mcbeth;0;0;0
vettori luca;0;0;0
monteiro joao;0;0;0
gankin denis;0;0;0
yemelyanov sergey;0;0;0
camara ebrima;0;0;0
olsen marie thusgaard;0;0;0
kaplina iuliia;0;0;0
evans sarah;0;0;0
schultze daniela;0;0;0
oh sanguk;0;0;0
morishita masato;0;0;0
smith alana;0;0;0
luo guiping;0;0;0
savelkouls tessie;0;0;0
mcgee cory ann;0;0;0
chanda grace;0;0;0
silva ramos ana patricia;0;0;0
willcox dan;0;0;0
bougard erica;0;0;0
jarmolinska aleksandra;0;0;0
andersson jonna;0;0;0
lee migyeong;0;0;0
palacios espinoza maria jose;0;0;0
boualam roumaysa;0;0;0
maswanganyi shaun;0;0;0
jitpong jutamas;0;0;0
tomasin steve;0;0;0
platanioti evangelia;0;0;0
formiga;0;0;0
vazaios andreas;0;0;0
tanaka nozomi;0;0;0
podlesnykh yaroslav;0;0;0
kozubek matej;0;0;0
zeng laura;0;0;0
guerin lina;0;0;0
kifle aron;0;0;0
fontana vittoria;0;0;0
egorova anna;0;0;0
lavrova anastassiya;0;0;0
pearne-webb hollie;0;0;0
ponomaryov sergey;0;0;0
el seify ashraf amgad;0;0;0
husillos oscar;0;0;0
cuic claudia;0;0;0
mykhailov vasyl;0;0;0
zubimendi martin;0;0;0
zhang yaoguang;0;0;0
knewstubb andrew;0;0;0
hurley courtney;0;0;0
lopez nunez mijain;0;0;0
jo harang;0;0;0
wilimovsky jordan;0;0;0
makri andreas;0;0;0
darmanin lisa;0;0;0
bishindee urantungalag;0;0;0
fahnbulleh joseph;0;0;0
diallo rouguy;0;0;0
baatarsukh chinzorig;0;0;0
dinh thi hao;0;0;0
kichenok nadiia;0;0;0
petrova gabriela;0;0;0
crevier axelle;0;0;0
pereira joao;0;0;0
lyskun sofiia;0;0;0
riveros barbara;0;0;0
alyouha yaqoub;0;0;0
salas perez reineris;0;0;0
kimura tomoka;0;0;0
cybulska malgorzata;0;0;0
mahut nicolas;0;0;0
furman dzmitry;0;0;0
perez tigrero mercedes isabel;0;0;0
yakovlev vladislav;0;0;0
freeman james;0;0;0
kowplos katarina rose;0;0;0
mortensen martine steller;0;0;0
nagai yuri;0;0;0
baatth simranjit kaur;0;0;0
glasby tarryn christie;0;0;0
shannon olivia;0;0;0
usuna leandro;0;0;0
chen qing chen;0;0;0
park eunjin;0;0;0
auger-aliassime felix;0;0;0
charron maude g;0;0;0
arioto valerie;0;0;0
singh luther;0;0;0
teijonsalo fanny;0;0;0
kiyohara nayu;0;0;0
price madeline;0;0;0
moraes rogerio;0;0;0
korzeniowski pawel;0;0;0
boutouil samy;0;0;0
rybakova anastasiya;0;0;0
marcari oliva joao victor;0;0;0
mironchyk-ivanova nastassia;0;0;0
oliveira nelson;0;0;0
mugisha moise;0;0;0
leynaud amandine;0;0;0
carosone emily;0;0;0
ana andreea beatrice;0;0;0
andrews-nahu kanah;0;0;0
milanesi norah elisabeth;0;0;0
brinegar michael;0;0;0
gonzalez ortiz luis jhancarlos;0;0;0
jha kanak;0;0;0
gialama krystalenia;0;0;0
barthel timo;0;0;0
abbot emily;0;0;0
tingay declan;0;0;0
ranaivosoa marie hanitra roilya;0;0;0
vitorino de carvalho tabata;0;0;0
boccard gauthier;0;0;0
vukovic marija;0;0;0
yeargin nicole;0;0;0
haner martin dominik;0;0;0
barbachan ana;0;0;0
cheah soniia;0;0;0
quizelete marilia;0;0;0
van der poel mathieu;0;0;0
rejepov rejepbay;0;0;0
koretzky victor;0;0;0
fetisova irina;0;0;0
minenko hanna;0;0;0
chen jiamin;0;0;0
fernandez sergio;0;0;0
wesche maddison-lee;0;0;0
petren melissa;0;0;0
florijn finn;0;0;0
grindheim andre klippenberg;0;0;0
havryliuk mykhailo;0;0;0
ferrer e silva laila;0;0;0
kaei lorine chebet;0;0;0
pena inigo;0;0;0
salmon shiann;0;0;0
siragusa irene;0;0;0
podoroska nadia;0;0;0
pirjahan mahdi;0;0;0
klammert david;0;0;0
guery jerome;0;0;0
talbi zouhair;0;0;0
sotomayor collazo lorenzo;0;0;0
cervantes brittany;0;0;0
rasulbekov bekdoolot;0;0;0
beres amalia;0;0;0
gantulga altanbagana;0;0;0
rezende bruno mossa;0;0;0
njobvu roda;0;0;0
simotwo charles cheboi;0;0;0
kumagai saki;0;0;0
hashemi ali;0;0;0
oh jinhyek;0;0;0
kudus merhawi;0;0;0
okogie josh;0;0;0
musselman madeline;0;0;0
adebayo edrice femi;0;0;0
yuan jia nan;0;0;0
yamaguchi kosei;0;0;0
kovalenko nazar;0;0;0
haddadi hamed;0;0;0
abdulhamid saud;0;0;0
koech john;0;0;0
robles sarah elizabeth;0;0;0
debjani ismael;0;0;0
kirui purity;0;0;0
kunzang lenchu;0;0;0
mitchell stefano;0;0;0
bernholm anna;0;0;0
norton dan;0;0;0
strebkova nataliya;0;0;0
vaillant ludvy;0;0;0
atrinagharchi reza;0;0;0
visser nadine;0;0;0
ferro costanza;0;0;0
carli sarah;0;0;0
borges gabriel;0;0;0
ryan fintan;0;0;0
ivanyuk ilya;0;0;0
debues-stafford gabriela;0;0;0
vargas ley mary dee;0;0;0
da silva costa thalita;0;0;0
olindi johnstone;0;0;0
grethen charles;0;0;0
altenhuber louisa;0;0;0
vaelen lisa;0;0;0
jarudd emil;0;0;0
wang yi-ta;0;0;0
tchatchet ii cyrille;0;0;0
bitolo gabriela;0;0;0
fofana hassane;0;0;0
galli gemma;0;0;0
melendez cristopher;0;0;0
king sarah;0;0;0
canalejo pazos jaime;0;0;0
pacheco van rijnsoever tara;0;0;0
gong xiangyu;0;0;0
heering charlotte;0;0;0
suzuki zion;0;0;0
gambetta sara;0;0;0
seru jose;0;0;0
jonas jonas;0;0;0
wall jade;0;0;0
gayle tajay;0;0;0
bazo german maria belen;0;0;0
esparza jesus arturo;0;0;0
kumar varun;0;0;0
larcheron madeleine;0;0;0
sunderman patrick;0;0;0
stewart reba;0;0;0
khilmanovich aliaksandra;0;0;0
elgeziry amro;0;0;0
hendrix robin;0;0;0
diamond emily;0;0;0
rybanska natasa;0;0;0
martin alvaro;0;0;0
re davide;0;0;0
guraliuk brendan;0;0;0
st. fort khalifa;0;0;0
iuel amalie;0;0;0
webster rowie;0;0;0
stankiewicz aneta;0;0;0
sato shoma;0;0;0
roos fanny;0;0;0
de deus leonardo;0;0;0
pozzatti gianluca;0;0;0
thorley william yan;0;0;0
segawa kazumasa;0;0;0
popa roxana;0;0;0
krunic aleksandra;0;0;0
aly elkamash marwan;0;0;0
markovc amy-eloise;0;0;0
baptista messias;0;0;0
yakushevskiy pavel;0;0;0
wettstein estelle;0;0;0
aalerud katrine;0;0;0
siegemund laura;0;0;0
vexman karin;0;0;0
williams kendell;0;0;0
gdula lukas;0;0;0
vargas valdez annerys victoria;0;0;0
clemons christina;0;0;0
repiyallage chamara;0;0;0
derkoski filip;0;0;0
fantela sime;0;0;0
fraser-beaulieu brittany;0;0;0
wang yu;0;0;0
warwick clare;0;0;0
hosseini mirhashem;0;0;0
wright emma;0;0;0
gomez jesus;0;0;0
noor zahi sha mahmood;0;0;0
nel wenda;0;0;0
lukudo raphaela boaheng;0;0;0
zhang bowen;0;0;0
irving max;0;0;0
palau laia;0;0;0
chilton osisang;0;0;0
fan yilin;0;0;0
darleux cleopatre;0;0;0
boudina sid ali;0;0;0
long hurly;0;0;0
ciftci batuhan;0;0;0
shatilov alexander;0;0;0
wagner moritz;0;0;0
park gunwoo;0;0;0
illes anna;0;0;0
mogne igor;0;0;0
gonche matheus;0;0;0
elidrissi ayoub;0;0;0
yarmolenka karyna;0;0;0
wu felipe almeida;0;0;0
yamagata ryota;0;0;0
gurisatti greta;0;0;0
johnson cheswill;0;0;0
wayment courtney;0;0;0
rodrigues gustavo;0;0;0
guica ecaterina;0;0;0
kaushik manish;0;0;0
tomasevic dragana;0;0;0
magaz medrano alicia;0;0;0
roell boudewijn;0;0;0
kipsang abel;0;0;0
huang jieyi;0;0;0
ulutule jade;0;0;0
makroguzova nadezda;0;0;0
peponnet kevin;0;0;0
antonia ferreira jaqueline;0;0;0
dede bruno;0;0;0
karunaratne niluka;0;0;0
nemich yekaterina;0;0;0
leleivyte rasa;0;0;0
veniss pedro;0;0;0
naumava darya;0;0;0
ochoa fernandez jefferson;0;0;0
schiller marcel;0;0;0
mardare andrian;0;0;0
yuriichuk yuliia;0;0;0
neha neha;0;0;0
abouke nancy genzel;0;0;0
dubitskaya aliona;0;0;0
horvat anita;0;0;0
auda patrik;0;0;0
bat-ochir ser-od;0;0;0
urrutia yosiris;0;0;0
hayakawa ren;0;0;0
looser vera;0;0;0
gibson alison;0;0;0
isley troy;0;0;0
adam amal;0;0;0
fukushima yuki;0;0;0
forca ariza judith;0;0;0
ruiz elena;0;0;0
mcintosh seonaid;0;0;0
schmidt gutierrez paloma isabel;0;0;0
ilestedt amanda;0;0;0
percival peniamina;0;0;0
crumpton nathan;0;0;0
martinez jineiry;0;0;0
ferro fiona;0;0;0
hansen mikkel;0;0;0
yamashita manabu;0;0;0
douglas justin;0;0;0
makgopa evidence;0;0;0
schweiner david;0;0;0
amador andrey;0;0;0
woods michael;0;0;0
muliarchyk krystsina;0;0;0
bettiol alberto;0;0;0
plain gabrielle;0;0;0
medvedev daniil;0;0;0
gilles vanessa;0;0;0
torres daniela;0;0;0
vieru denis;0;0;0
titoneli milena;0;0;0
bull alyssa;0;0;0
ennis sarah;0;0;0
van der horst dimeo;0;0;0
miyamoto masanori;0;0;0
mollema bauke;0;0;0
de geus lilian;0;0;0
wang kaihua;0;0;0
tousart lucas;0;0;0
zamkovoi andrei;0;0;0
kumar nikhil;0;0;0
tuntivate kieran;0;0;0
ayivon claire;0;0;0
tsuoka shotaro;0;0;0
king david;0;0;0
jayet maud;0;0;0
kuusela toni;0;0;0
yamashita ayaka;0;0;0
foss tobias s.;0;0;0
rojer jean-julien;0;0;0
li shixin;0;0;0
cheng camille lily mei;0;0;0
cadogan shane;0;0;0
moya leidis laura;0;0;0
lainez diego;0;0;0
gonzalez jose;0;0;0
glaetzer matthew;0;0;0
mabiliso sibusiso;0;0;0
phillip elinah;0;0;0
van der sloot sabrina;0;0;0
abouelkassem alaaeldin;0;0;0
kondo maharu;0;0;0
joyce jasmine;0;0;0
imnadze mariam;0;0;0
mailliard maria;0;0;0
mansy khouloud;0;0;0
weertman ferry;0;0;0
lehaci florin;0;0;0
pheninckx malou;0;0;0
ovcharova liubov;0;0;0
luo tiantian;0;0;0
he zhengyang;0;0;0
kantor piotr;0;0;0
scatrut haline;0;0;0
nakamura rimu;0;0;0
valyi vanda;0;0;0
feuillet remi;0;0;0
hamza samar amer ibrahim;0;0;0
mazzetti riccardo;0;0;0
sarmiento melian daniel;0;0;0
sanchez jorge;0;0;0
weber michelle;0;0;0
boje alexandra;0;0;0
wang xinyan;0;0;0
leishman marc;0;0;0
ramadan youssef;0;0;0
mcgough scott;0;0;0
rahman abdel;0;0;0
scott hannah;0;0;0
jimenez yastin;0;0;0
kelly madeleine;0;0;0
morros de argila viran;0;0;0
abdul hadi farah ann;0;0;0
yamamoto mai;0;0;0
rodney meleni;0;0;0
jung ji in;0;0;0
cumbo hugo;0;0;0
bernaz jean baptiste;0;0;0
harkin abbey;0;0;0
perez polo javier;0;0;0
gulelauri lasha;0;0;0
askerov aleksandr;0;0;0
mullan kathryn;0;0;0
wang tzu-wei;0;0;0
adams liam;0;0;0
gyuratz reka;0;0;0
ebadipour ghara h. milad;0;0;0
duehring jasmin;0;0;0
pizarro federico;0;0;0
marchenko veronika;0;0;0
do thi anh nguyet;0;0;0
gebreselama tsigie;0;0;0
shi yu qi;0;0;0
erm johannes;0;0;0
osman farida;0;0;0
tseveenravdan byambajav;0;0;0
fidanza martina;0;0;0
awiti alcaraz prisca;0;0;0
dhesi amarveer;0;0;0
olaru dan;0;0;0
gilmore stephanie;0;0;0
farias bruna jessica;0;0;0
tierney jade;0;0;0
escobar mascunano gabriel;0;0;0
baker nicklas;0;0;0
smith jesse;0;0;0
chen jie;0;0;0
ishihara naoko;0;0;0
mas pujadas meritxell;0;0;0
kichasova-skoryk mariia;0;0;0
copello yasmani;0;0;0
batki noemi;0;0;0
wortmann amelie;0;0;0
griffith georgia;0;0;0
dayan ofir;0;0;0
sani brown abdul hakim;0;0;0
glover harry;0;0;0
knight jessie;0;0;0
sliwka aleksander;0;0;0
pahlitzsch karolina;0;0;0
bigot quentin;0;0;0
stomphorst nomi;0;0;0
shen yineng;0;0;0
barthel mona;0;0;0
davidson tierna;0;0;0
coelho ygor;0;0;0
bertoncelli marta;0;0;0
moataz medhat;0;0;0
durango flores diana;0;0;0
shimamura tomohiro;0;0;0
maganga gorra guy;0;0;0
ben cheikh mehdi;0;0;0
hayashi shingo;0;0;0
peinado robeilys;0;0;0
bardenet alexandre;0;0;0
matanga failuna;0;0;0
fowler mary;0;0;0
van wetering bo;0;0;0
figlioli pietro;0;0;0
maher nasser;0;0;0
sanhueza eber;0;0;0
orynbay assem;0;0;0
pettersson daniel;0;0;0
eke uche;0;0;0
di cola stefano;0;0;0
haughey siobhan bernadette;0;0;0
islam md ariful;0;0;0
browning rohan;0;0;0
arft caroline;0;0;0
bazadze sandro;0;0;0
chebotar vladislav;0;0;0
taye ejgayehu;0;0;0
ritsema nelson;0;0;0
pelle chloe;0;0;0
barbelin lisa;0;0;0
ostergaard louise;0;0;0
rohde leon;0;0;0
shaban alzahraa;0;0;0
siladi caba;0;0;0
tavella maria belen;0;0;0
amdouni morhad;0;0;0
shapiev javrail;0;0;0
panziera margherita;0;0;0
madera delgado andres eduardo;0;0;0
abebe mekides;0;0;0
orsi toth viktoria;0;0;0
kim nam uk;0;0;0
mengesha milkesa;0;0;0
govinden rodney;0;0;0
shoji erik;0;0;0
mourino gaston alberto;0;0;0
hicks michael;0;0;0
almaya haimro;0;0;0
martin dylan;0;0;0
caicedo pachito jean carlos;0;0;0
wongpin siwakorn;0;0;0
schilder jessica;0;0;0
song jiayuan;0;0;0
ogunode femi;0;0;0
milak kristof;0;0;0
quadros ketleyn;0;0;0
li mengwen;0;0;0
dunn crystal;0;0;0
snowden katie;0;0;0
dinh phuong thanh;0;0;0
mousavi seyedshahin;0;0;0
van nunen bart;0;0;0
sviryd mikita;0;0;0
bernardoni paul;0;0;0
leonardi giuseppe;0;0;0
verkest jutta;0;0;0
bello ayomide emmanuel;0;0;0
ulunisau reapi;0;0;0
gibbs riley;0;0;0
chernousova margarita;0;0;0
january shakira;0;0;0
di liddo elena;0;0;0
montag jennifer;0;0;0
okada naoya;0;0;0
tuliamuk aliphine chepkerker;0;0;0
kowalczyk julia;0;0;0
petkova diana;0;0;0
ililau adrian justin jimena;0;0;0
vaelimaeki sami;0;0;0
bednarczuk agatha;0;0;0
abdallah shahd;0;0;0
wen tzuyun;0;0;0
balduccini stephanie;0;0;0
park sewoong;0;0;0
obame anthony mylann;0;0;0
zhang mengyu;0;0;0
takenaka nanami;0;0;0
gruver olivia;0;0;0
white ellen;0;0;0
arashiro yukiya;0;0;0
kochanowski jakub;0;0;0
chiaraviglio german;0;0;0
kisil yuri;0;0;0
malcotti lucas;0;0;0
vukosavljevic valeriane;0;0;0
shiokoshi yuzuho;0;0;0
stankiewicz theodore;0;0;0
adekuoroye odunayo folasade;0;0;0
hung yuan-hsi;0;0;0
lappage danielle suzanne;0;0;0
schenkel eli;0;0;0
hovland viktor;0;0;0
murodov akmal;0;0;0
goh liu ying;0;0;0
artyukh danil;0;0;0
jurak darija;0;0;0
orozco diaz jorge martin;0;0;0
bouma andrea;0;0;0
mepstead marcus;0;0;0
downs tyler;0;0;0
moellhausen nathalie;0;0;0
tur marc;0;0;0
paltchik peter;0;0;0
al ahrach ali;0;0;0
