name;golds;silvers;bronzes
aliona dubitskaya;0;0;0
alireza khojasteh;0;0;0
alireza mohammad karimimachiani;0;0;0
alisa kano;0;0;0
alisa kiriliuk;0;0;0
alise post;0;1;0
alisha glass;0;0;1
alison cerutti;1;0;0
alison young;0;0;0
alistair bond;0;0;0
alistair brownlee;1;0;0
aliya mustafina;1;1;1
aliyah abrams;0;0;0
alize cornet;0;0;0
alla cherkasova;0;0;0
alla shishkina;1;0;0
allan banegas;0;0;0
allan fa alava au;0;0;0
allan gutierrez;0;0;0
allan julie;0;0;0
allan norregaard;0;0;0
allan do carmo;0;0;0
allans vargas;0;0;0
allar raja;0;0;1
allie long;0;0;0
allison beveridge;0;0;1
allison m. brock;0;0;1
allison pineau;0;1;0
allison schmitt;1;1;0
allistar clarke;0;0;0
allysha chapman;0;0;1
allyson felix;2;1;0
allyson ponson;0;0;0
almat kebispayev;0;0;0
almaz ayana;1;0;1
almir velagic;0;0;0
almuth schult;1;0;0
alona koshevatskiy;0;0;0
alona ribakova;0;0;0
alonso edward;0;0;0
alonso valdez prado;0;0;0
alonzo russell;0;0;1
alphas leken kishoyian;0;0;0
alphonce felix simbu;0;0;0
altobeli da silva;0;0;0
alvaro doda de miranda;0;0;0
alvaro iglesias;0;0;0
alvaro martin;0;0;0
alvaro de arriba;0;0;0
alvin singh;0;0;0
alyce burnett;0;0;0
alyn camara;0;0;0
alysbeth felix;0;0;0
alysha newman;0;0;0
alyson dixon;0;0;0
alyssa bull;0;0;0
alyssa conley;0;0;0
alyssa manley;0;0;0
alyssa naeher;0;0;0
alyxandria treasure;0;0;0
alzbeta dufkova;0;0;0
amadou camara;0;0;0
amadou ndiaye;0;0;0
amaia erbina;0;0;0
amaka ogoegbunam;0;0;0
amalie dideriksen;0;0;0
amalie iuel;0;0;0
amalie thomsen;0;0;0
amaliya sharoyan;0;0;0
aman wote;0;0;0
amanda araujo;0;0;0
amanda carr;0;0;0
amanda dlamini;0;0;0
amanda elmore;1;0;0
amanda ilestedt;0;0;0
amanda kurtovic;0;0;1
amanda ng;0;0;0
amanda oliveira;0;0;0
amanda polk;1;0;0
amanda simeao;0;0;0
amanda spratt;0;0;0
amanda weir;0;1;0
amandine henry;0;0;0
amandine leynaud;0;1;0
amandine lhote;0;0;0
amanmurad hommadov;0;0;0
amanuel mesel;0;0;0
amar music;0;0;0
amarhajy mahamedau;0;0;0
amas daniel;0;0;0
amber campbell;0;0;0
amber hearn;0;0;0
amber hill;0;0;0
ambroise uwiragiye;0;0;0
ameen zakkar;0;0;0
ameer webb;0;0;0
amel bouderra;0;0;0
amel majri;0;0;0
amel tuka;0;0;0
amela terzic;0;0;0
amelia belotti;0;0;0
amelia cozad;0;0;0
amelia gibson;0;0;0
amelia rosa fournel;0;0;0
amelie kretz;0;0;0
amer hrustanovic;0;0;0
ami kondo;0;0;1
amidou mir;0;0;0
amie thompson;0;0;0
amina bettiche;0;0;0
amina kajtaz;0;0;0
amina rouba;0;0;0
aminat oluwafunmilayo adeniyi;0;0;0
aminath shajan;0;0;0
amine bannour;0;0;0
amine belferar;0;0;0
amini tuitavake fonua;0;0;0
aminu umar;0;0;1
amir ghafour;0;0;0
amiran papinashvili;0;0;0
amit ivry;0;0;0
amjed attwan;0;0;0
ammar abdulhussein;0;0;0
ammara pinto;0;0;0
amna bakhit;0;0;0
amnat ruenroeng;0;0;0
amor ben yahia;0;0;0
amro elgeziry;0;0;0
amy cragg;0;0;0
amy cure;0;0;0
amy millar;0;0;0
amy sene;0;0;0
amy tinkler;0;0;1
amy turner;1;0;0
amy wilson hardy;0;0;0
an-li kachelhoffer;0;0;0
ana beatriz bulcao;0;0;0
ana cabecinha;0;0;0
ana claudia silva;0;0;0
ana dabovic;0;0;1
ana derek;0;0;0
ana dulce felix;0;0;0
ana gallay;0;0;0
ana iulia dascal;0;0;0
ana ivanovic;0;0;0
ana jose tima;0;0;0
ana konjuh;0;0;0
ana luiza barbachan;0;0;0
ana luiza filiorianu;0;0;0
ana marcela cunha;0;0;0
ana maria popescu;1;0;0
ana maria rendon;0;0;0
ana paula belo;0;0;0
ana paula vergutz;0;0;0
ana perez;0;0;0
ana ramirez;0;0;0
ana rente;0;0;0
ana roqica;0;0;0
ana sanabria;0;0;0
ana satila;0;0;0
ana simic;0;0;0
ana sofia gomez;0;0;0
ana sofia nobrega;0;0;0
ana veronica rodean;0;0;0
ana zaninovic;0;0;0
ana-roxana lehaci;0;0;0
anabel medina garrigues;0;0;0
anabelle smith;0;0;1
anamari velensek;0;0;1
anamaria ionita;0;0;0
anas beshr;0;0;0
anaso jobodwana;0;0;0
anass ait el abdia;0;0;0
anass houssein;0;0;0
anastasia abrosimova;0;0;0
anastasia bliznyuk;1;0;0
anastasia bogdanovski;0;0;0
anastasia gloushkov leventhal;0;0;0
anastasia pavlova;0;0;0
anastasia pavlyuchenkova;0;0;0
anastasia rodionova;0;0;0
anastasia shlyakhovaya;0;0;0
anastasia simanovich;0;0;1
anastasiia baryshnikova;0;0;0
anastasiia beliakova;0;0;1
anastasiia fesikova;0;0;0
anastasiia hotfrid;0;0;0
anastasiia kozhenkova;0;0;0
anastasiia krapivina;0;0;0
anastasiia lysenko;0;0;0
anastasiia maksimova;1;0;0
anastasiia nedobiga;0;0;0
anastasiia tatareva;1;0;0
anastasiia todorova;0;0;0
anastasiia voinova;0;1;0
anastasija grigorjeva;0;0;0
anastasija khmelnytska;0;0;0
anastasiya mikhalenka;0;0;0
anastasiya prokopenko;0;0;0
anastasiya puzakova;0;0;0
anastasiya savchuk;0;0;0
anastasiya serdyukova;0;0;0
anastasiya spas;0;0;0
anastasiya tulapina;0;0;0
anastasiya tyurina;0;0;0
anastasiya verameyenka;0;0;0
anastasiya voznyak;0;0;0
anastassiya pilipenko;0;0;0
anastassya kudinova;0;0;0
anatolii herey;0;0;0
ancuta bobocel;0;0;0
andela bulatovic;0;0;0
andelo setka;0;1;0
ander elosegi;0;0;0
anders dahl;0;0;0
anders lie nielsen;0;0;0
anders pedersen;0;0;0
anders weiss;0;0;0
anderson oliveira;0;0;0
andile dlamini;0;0;0
andile fikizolo;0;0;0
andjelko risticevic;0;0;0
andranik karapetyan;0;0;0
andras parti;0;0;0
andras redli;0;0;1
andre;0;0;0
andre breitbarth;0;0;0
andre fernando s. martins cardoso;0;0;0
andre link;0;0;0
andre matias;0;0;0
andre patrocinio;0;0;0
andre pereira;0;0;0
andre sa;0;0;0
andre silva;0;0;0
andre soares;0;0;0
andre de grasse;0;1;2
andrea arsovic;0;0;0
andrea baldini;0;0;0
andrea brewster;0;0;0
andrea carolina olaya gutierrez;0;0;0
andrea cassara;0;0;0
andrea cedron;0;0;0
andrea chiarabini;0;0;0
andrea d arrigo;0;0;0
andrea deelstra;0;0;0
andrea fondelli;0;0;1
andrea geubelle;0;0;0
andrea hewitt;0;0;0
andrea hlavackova;0;0;0
andrea ivancevic;0;0;0
andrea kilday;0;0;0
andrea klikovac;0;0;0
andrea kneppers;0;0;0
andrea mayr;0;0;0
andrea micheletti;0;0;0
andrea miklos;0;0;0
andrea murez;0;0;0
andrea perez pena;0;0;0
andrea petkovic;0;0;0
andrea salvisberg;0;0;0
andrea santarelli;0;1;0
andrea seccafien;0;0;0
andrea tiberi;0;0;0
andrea toniato;0;0;0
andreanne langlois;0;0;0
andreas bretschneider;0;0;0
andreas bube;0;0;0
andreas chasikos;0;0;0
andreas kuffner;0;1;0
andreas linde;0;0;0
andreas loew;0;0;0
andreas maxso;0;0;0
andreas nilsson;0;0;0
andreas pheobus cariolou;0;0;0
andreas schilling;0;0;0
andreas seppi;0;0;0
andreas toba;0;0;0
andreas vazaios;0;0;0
andreas wolff;0;0;1
andreea aanei;0;0;0
andreea arsine;0;0;0
andreea boghian;0;0;1
andreea chitu;0;0;0
andreea mitu;0;0;0
andrei churyla;0;0;0
andrei gag;0;0;0
andrei jamsa;0;0;1
andrei shabasov;0;0;0
andrei vasile muntean;0;0;0
andrei zamkovoi;0;0;0
andreia bandeira;0;0;0
andreina pinto;0;0;0
andrej gacina;0;0;0
andrej martin;0;0;0
andrej olijnik;0;0;0
andres arroyo;0;0;0
andres chocho;0;0;0
andres ducasse;0;0;0
andres eduardo mata perez;0;0;0
andres mauricio caicedo piedrahita;0;0;0
andres mir;0;0;0
andres nocioni;0;0;0
andres pila;0;0;0
andres renteria;0;0;0
andres roa;0;0;0
andres roberto montano arroyo;0;0;0
andres ruiz;0;0;0
andres silva;0;0;0
andressa;0;0;0
andressa alves;0;0;0
andressa de morais;0;0;0
andrew amonde;0;0;0
andrew bogut;0;0;0
andrew butchart;0;0;0
andrew campbell jr;0;0;0
andrew charter;0;0;0
andrew chetcuti;0;0;0
andrew durutalo;0;0;0
andrew evans;0;0;0
andrew fisher;0;0;0
andrew graham peebles;0;0;0
andrew lewis;0;0;0
andrew pozzi;0;0;0
andrew riley;0;0;0
andrew t hodge;1;0;0
andrew thomas bisek;0;0;0
andrew thomas mlugu;0;0;0
andrew vernon;0;0;0
andrew willis;0;0;0
andrew yorke;0;0;0
andrey amador bikkazakova;0;0;0
andrey ashchev;0;0;0
andrey fonseca;0;0;0
andrey grechin;0;0;0
andrey kraitor;0;0;0
andrey kuznetsov;0;0;0
andrey likhovitskiy;0;0;0
andrey mitin;0;0;0
andrey petrov;0;0;0
andrey yerguchyov;0;0;0
andrey yudin;0;0;0
andrey zeits;0;0;0
andri eleftheriou;0;0;0
andrii govorov;0;0;0
andrii khripta;0;0;0
andrii sienichkin;0;0;0
andrija prlainovic;1;0;0
andrija sljukic;0;0;0
andrique allisop;0;0;0
andrius gudzius;0;0;0
andrius sidlauskas;0;0;0
andriy fedechko;0;0;0
andriy grivko;0;0;0
andriy kvyatkovskyy;0;0;0
andriy protsenko;0;0;0
andriy yagodka;0;0;0
andro buslje;0;1;0
andy murray;1;0;0
andy ogide;0;0;0
andy pereira;0;0;0
ane marcelle dos santos;0;0;0
ane santesteban gonzalez;0;0;0
anel oosthuizen;0;0;0
anette viborg;0;0;0
anezka drahotova;0;0;0
anfisa pochkalova;0;0;0
angel correa;0;0;0
angel fournier rodriguez;0;0;0
angel kodinov;0;0;0
angel lopez;0;0;0
angel mccoughtry;1;0;0
angel pulgar;0;0;0
angela castro;0;0;0
angela clavijo;0;0;0
angela hannah;0;0;0
angela malestein;0;0;0
angela petty;0;0;0
angela tenorio;0;0;0
angela whyte;0;0;0
angela del pan;0;0;0
angelica bengtsson;0;0;0
angelica delgado;0;0;0
angelica moser;0;0;0
angelica roos;0;0;0
angelica wallen;0;0;0
angelika cichocka;0;0;0
angelika sita ouedraogo;0;0;0
angelina kysla;0;0;0
angelina melnikova;0;1;0
angelique kerber;0;1;0
angelos vlachopoulos;0;0;0
angie orjuela;0;0;0
angie sabrina gonzalez;0;0;0
angus groom;0;0;0
anicka newell;0;0;0
anicka van emden;0;0;1
anika lorenz;0;0;0
anilda thomas;0;0;0
anirban lahiri;0;0;0
anish khem;0;0;0
anisha vekemans;0;0;0
anissa khelfaoui;0;0;0
anita alvarez;0;0;0
anita hinriksdottir;0;0;0
anita marton;0;0;1
anita mclaren;0;0;0
anita wlodarczyk;1;0;0
aniuar geduev;0;1;0
aniya necol louissaint;0;0;0
anja crevar;0;0;0
anja klinar;0;0;0
anja mittag;1;0;0
anja scherl;0;0;0
anjelina nadai lohalith;0;0;0
anju takamizawa;0;0;0
ankhtsetseg munkhjantsan;0;0;0
ankit sharma;0;0;0
ann-sophie duyck;0;0;0
anna boada peiro;0;0;0
anna cruz;0;1;0
anna danesi;0;0;0
anna dowgiert;0;0;0
anna emilie moller;0;0;0
anna espar llaquet;0;0;0
anna flanagan;0;0;0
anna green;0;0;0
anna greta olasz;0;0;0
anna grineva;0;0;1
anna hahner;0;0;0
anna illes;0;0;0
anna incerti;0;0;0
anna jagaciak;0;0;0
anna jenny fransson;0;0;1
anna karnaukh;0;0;1
anna karolina schmiedlova;0;0;0
anna kasprzak;0;0;0
anna kielbasinska;0;0;0
anna knauer;0;0;0
anna korakaki;1;0;1
anna kornuta;0;0;0
anna laurell nash;0;0;0
anna lunyova;0;0;0
anna maliszewska;0;0;0
anna malova;0;0;0
anna malvina svennung;0;0;0
anna maria mazzetti;0;0;0
anna maria sepp;0;0;0
anna marton;0;0;0
anna meares;0;0;1
anna nordqvist;0;0;0
anna ntountounaki;0;0;0
anna plichta;0;0;0
anna santamans;0;0;0
anna sedoykina;1;0;0
anna sen;1;0;0
anna sztankovics;0;0;0
anna timofeeva;0;0;1
anna titimets;0;0;0
anna ustyukhina;0;0;1
anna voloshyna;0;0;0
anna vyakhireva;1;0;0
anna wierzbowska;0;0;0
anna van der breggen;1;0;1
anna-lena groenefeld;0;0;0
anna-maria alexandri;0;0;0
annabel laure ali;0;0;0
annalie longo;0;0;0
